cell_id,dataset,donor_id,condition,cell_type,INS,IAPP,PDX1,MAFA,NKX6-1,SLC2A2,GABRA2,PPP1R1A,ADCYAP1,ENTPD3,HSPA5,XBP1,DDIT3,ATF4,HERPUD1,IL1R2,HLA-DRA,HLA-DPA1,GBP2,TNFRSF10A,NDUFA1,NDUFB5,SDHA,UQCRC1,COX4I1,ATP5F1A,GENE000,GENE001,GENE002,GENE003,GENE004,GENE005,GENE006,GENE007,GENE008,GENE009,GENE010,GENE011,GENE012,GENE013,GENE014,GENE015,GENE016,GENE017,GENE018,GENE019,GENE020,GENE021,GENE022,GENE023,GENE024,GENE025,GENE026,GENE027,GENE028,GENE029,GENE030,GENE031,GENE032,GENE033,GENE034,GENE035,GENE036,GENE037,GENE038,GENE039,GENE040,GENE041,GENE042,GENE043,GENE044,GENE045,GENE046,GENE047,GENE048,GENE049,GENE050,GENE051,GENE052,GENE053,GENE054,GENE055,GENE056,GENE057,GENE058,GENE059,GENE060,GENE061,GENE062,GENE063,GENE064,GENE065,GENE066,GENE067,GENE068,GENE069,GENE070,GENE071,GENE072,GENE073,GENE074,GENE075,GENE076,GENE077,GENE078,GENE079
T2D_donor_05_cell_009,demo,T2D_donor_05,T2D,beta,15,5,4,3,12,10,6,6,14,10,11,12,7,7,3,4,6,4,10,5,3,7,3,3,4,2,1,2,1,0,1,1,0,1,0,0,2,1,0,1,2,4,1,1,2,2,2,2,3,1,3,0,1,0,1,1,5,0,2,1,2,3,3,2,0,0,1,2,4,3,2,1,2,0,0,3,4,3,0,1,5,2,3,2,1,0,1,1,6,2,1,3,5,0,1,0,1,1,1,1,2,0,0,3,3,1
T2D_donor_05_cell_010,demo,T2D_donor_05,T2D,beta,9,7,11,5,15,15,13,8,4,11,5,3,2,4,2,6,2,5,8,4,6,1,5,4,3,3,1,3,1,2,2,1,2,0,2,4,5,3,3,4,1,0,2,0,5,1,0,0,3,2,1,1,0,2,1,1,1,2,2,4,3,1,1,2,3,3,0,1,2,2,0,5,1,0,2,2,2,4,2,2,6,5,0,2,2,3,1,1,1,4,1,0,1,4,2,1,0,0,2,1,1,1,0,2,1,1
T2D_donor_05_cell_011,demo,T2D_donor_05,T2D,beta,3,4,9,5,4,6,0,9,8,5,9,7,12,16,10,7,15,12,16,8,4,3,8,2,3,4,5,1,1,3,0,5,2,4,7,1,2,2,4,2,1,1,1,5,2,1,0,2,3,3,0,6,3,2,0,4,2,7,0,0,1,2,3,1,6,1,1,2,0,3,4,3,0,2,0,3,5,1,1,1,1,0,3,2,2,2,4,1,4,3,0,3,1,4,4,0,4,1,1,1,6,0,0,1,2,0
T2D_donor_05_cell_012,demo,T2D_donor_05,T2D,beta,23,23,25,21,20,16,14,30,18,16,1,1,2,2,1,3,4,4,2,3,9,4,3,9,5,5,1,0,2,1,3,0,1,0,1,2,1,0,2,3,1,3,3,0,1,0,1,2,1,1,3,2,6,1,1,3,1,2,0,5,2,1,1,0,2,5,0,2,4,2,2,2,2,4,2,2,2,1,0,0,1,2,3,0,0,2,1,0,3,4,1,1,3,4,3,1,2,1,6,4,2,1,0,1,0,3
T2D_donor_05_cell_013,demo,T2D_donor_05,T2D,beta,13,3,9,2,9,11,11,6,7,10,7,6,7,5,6,12,7,6,5,8,5,5,4,4,4,5,3,1,0,3,2,2,1,2,0,2,1,2,0,2,2,0,2,1,2,5,1,1,0,0,2,0,4,2,5,2,2,4,1,2,2,0,1,2,2,5,2,1,2,6,2,1,3,0,2,0,4,4,0,3,1,0,1,1,0,4,1,2,4,2,5,2,1,2,0,1,4,2,2,4,0,1,1,1,4,7
T2D_donor_05_cell_014,demo,T2D_donor_05,T2D,beta,13,19,12,11,16,10,22,16,22,8,6,3,2,1,5,3,6,2,8,5,2,7,4,11,4,6,2,1,3,0,2,0,1,3,1,3,2,2,2,0,1,1,1,1,2,4,3,1,2,2,1,1,1,2,3,4,0,0,1,2,1,5,2,0,3,1,1,1,3,3,2,1,0,2,2,1,1,2,1,2,2,0,1,2,0,5,0,0,5,0,0,1,0,1,3,0,2,3,3,3,2,2,3,0,0,0
T2D_donor_05_cell_015,demo,T2D_donor_05,T2D,beta,11,15,6,13,8,15,13,7,10,13,4,3,5,5,6,3,5,4,3,1,3,8,4,3,4,6,3,2,3,0,1,0,2,0,2,0,2,4,1,0,2,0,2,2,1,3,0,2,3,1,1,4,1,1,1,2,3,4,0,2,4,3,1,0,0,2,0,1,2,4,3,1,2,0,2,3,2,0,1,0,0,1,1,1,2,3,2,2,3,1,0,1,3,2,2,1,1,2,1,1,0,2,2,4,2,6
T2D_donor_05_cell_016,demo,T2D_donor_05,T2D,beta,16,13,15,18,24,11,15,19,21,25,3,5,4,4,3,3,5,4,4,2,5,7,7,5,3,3,1,1,0,1,3,2,0,2,5,3,2,3,0,3,3,2,0,2,2,2,2,0,3,3,2,1,1,1,0,2,5,2,3,4,1,2,0,1,1,1,4,0,0,4,2,3,3,3,0,4,4,1,3,1,0,5,4,0,5,1,1,1,1,2,0,3,1,4,3,7,2,3,2,1,3,3,2,5,5,2
T2D_donor_05_cell_017,demo,T2D_donor_05,T2D,beta,15,14,8,16,8,9,11,13,17,7,3,2,6,7,6,2,3,5,4,3,7,4,7,5,6,9,1,3,4,2,1,1,3,2,1,1,7,2,3,1,0,0,0,4,5,3,3,1,4,1,1,2,2,1,0,1,1,0,2,1,0,2,0,1,3,0,4,3,3,3,2,4,3,2,2,4,2,2,2,4,2,0,5,3,2,1,1,3,1,2,2,4,0,3,3,3,2,1,0,2,3,2,4,0,1,1
T2D_donor_05_cell_018,demo,T2D_donor_05,T2D,beta,6,4,7,10,8,10,10,7,5,8,5,4,6,9,4,7,4,7,3,0,3,2,1,8,4,5,2,2,1,0,5,2,1,2,6,2,1,2,1,1,1,3,4,1,5,1,3,2,1,2,0,2,4,5,1,0,2,1,0,1,1,2,1,0,4,1,1,0,0,2,3,1,0,1,3,0,3,2,2,0,4,0,0,2,1,0,1,5,1,1,5,0,0,2,4,0,4,4,0,7,0,0,2,0,3,2
T2D_donor_05_cell_019,demo,T2D_donor_05,T2D,beta,21,14,13,8,13,13,20,16,12,24,1,2,4,2,5,3,4,7,3,6,4,5,3,5,3,4,1,4,2,4,2,3,0,0,4,1,1,1,1,0,0,3,0,1,4,2,0,1,3,4,0,2,2,4,2,4,0,1,1,0,3,2,1,1,4,4,0,3,2,0,0,1,1,7,3,1,1,1,0,1,0,0,2,1,1,3,2,4,1,2,3,4,1,6,2,2,1,2,4,2,1,2,1,1,1,1
T2D_donor_05_cell_020,demo,T2D_donor_05,T2D,beta,7,9,11,8,10,6,7,10,9,9,12,10,10,6,9,7,2,12,6,8,4,4,4,4,3,3,2,1,0,1,1,0,1,0,1,4,1,0,2,2,1,1,2,3,4,0,1,2,2,3,0,1,0,2,1,1,0,2,0,2,1,0,1,3,4,3,4,5,1,1,3,2,0,2,0,4,4,3,0,3,1,0,0,1,3,3,1,2,2,2,0,1,0,2,0,0,5,0,1,2,6,4,0,3,1,1
T2D_donor_05_cell_021,demo,T2D_donor_05,T2D,beta,8,7,10,4,5,5,6,7,2,5,8,10,11,4,10,9,10,9,11,12,3,2,7,5,4,7,1,1,0,4,3,2,0,0,2,0,2,0,1,1,0,2,1,2,1,5,4,3,1,0,1,3,2,1,0,2,3,0,0,0,0,1,3,1,0,1,1,5,2,3,1,1,2,2,0,1,1,6,2,3,1,1,2,0,1,1,1,2,2,3,0,0,1,2,3,4,2,1,3,2,2,0,5,0,4,3
T2D_donor_05_cell_022,demo,T2D_donor_05,T2D,beta,6,3,4,11,5,4,7,5,4,8,16,6,7,9,8,13,5,9,11,8,6,2,6,6,1,3,5,1,2,2,1,4,0,3,1,6,2,2,2,1,0,2,0,2,2,1,0,1,2,1,0,2,0,3,1,1,1,5,0,0,3,6,2,1,0,3,1,2,0,1,1,1,3,2,1,0,0,0,3,5,0,6,0,0,1,0,3,1,0,1,0,0,2,3,0,0,2,2,3,1,3,0,0,1,3,2
T2D_donor_05_cell_023,demo,T2D_donor_05,T2D,beta,1,3,1,2,4,6,5,7,4,4,25,19,21,22,25,16,22,20,23,21,2,2,2,4,1,4,2,0,3,1,2,0,0,4,0,3,2,4,1,2,1,0,3,4,4,2,3,2,0,2,1,2,1,3,3,1,5,2,3,2,2,6,2,0,0,1,3,0,3,0,3,3,1,2,0,1,1,3,2,0,3,0,0,6,1,5,3,1,0,2,0,1,1,1,0,3,3,2,3,1,1,4,1,2,1,0
T2D_donor_05_cell_024,demo,T2D_donor_05,T2D,beta,10,8,11,8,10,10,12,6,7,12,5,9,6,7,9,8,12,7,7,7,5,2,6,2,4,2,3,3,0,1,2,3,1,2,0,1,3,0,2,1,1,3,0,3,1,1,0,1,1,4,3,2,2,0,1,3,1,3,0,1,5,3,1,2,1,1,1,3,2,2,1,2,5,1,1,0,2,0,1,2,2,3,3,2,3,1,1,0,0,6,3,0,0,0,1,1,1,1,2,0,1,3,3,2,2,0
T2D_donor_05_cell_025,demo,T2D_donor_05,T2D,beta,9,12,10,5,11,9,8,8,18,10,3,5,5,2,2,7,5,5,3,2,5,4,4,2,4,5,1,1,1,2,1,0,2,1,2,1,4,2,1,2,0,0,2,4,4,2,2,0,2,0,0,2,2,1,2,0,0,2,1,0,2,3,3,3,3,1,3,1,2,3,6,1,2,4,1,0,0,4,5,0,4,3,1,2,0,0,4,1,2,0,3,4,3,5,0,2,0,1,1,0,3,0,3,3,2,0
T2D_donor_05_cell_026,demo,T2D_donor_05,T2D,beta,7,22,13,10,9,19,13,14,15,20,4,4,4,7,1,2,4,6,6,6,5,5,8,6,7,3,0,2,3,6,1,3,7,3,3,1,4,0,1,0,2,1,0,0,0,1,5,1,0,1,5,0,3,2,4,4,1,6,3,4,1,2,3,2,0,1,0,2,1,2,1,1,2,2,5,4,2,3,0,5,1,1,1,2,4,0,0,2,4,0,0,1,4,1,4,0,2,0,1,3,3,5,6,2,2,6
T2D_donor_05_cell_027,demo,T2D_donor_05,T2D,beta,9,9,11,5,12,10,7,7,6,11,3,8,7,5,14,10,10,3,5,6,6,4,2,2,1,4,3,0,0,3,0,0,0,5,1,4,2,3,4,0,6,0,1,1,1,1,5,4,2,4,1,2,6,2,1,2,0,3,2,1,0,1,0,2,3,1,3,2,0,2,2,4,0,2,1,2,2,1,0,3,1,1,1,1,2,1,0,5,3,3,2,3,2,1,0,2,2,1,1,5,0,1,2,1,0,0
T2D_donor_05_cell_028,demo,T2D_donor_05,T2D,beta,23,16,30,20,25,16,23,24,26,23,1,3,2,1,1,0,0,1,2,1,4,10,9,5,3,6,0,3,1,3,1,2,3,1,1,4,0,0,1,0,0,0,0,3,0,0,4,1,1,4,3,0,2,0,1,2,1,2,1,0,4,0,2,3,2,2,2,1,1,1,1,1,2,1,3,1,0,2,0,0,2,3,0,2,1,1,1,1,2,0,1,3,0,3,0,1,1,3,3,0,1,2,2,1,1,2
T2D_donor_05_cell_029,demo,T2D_donor_05,T2D,beta,5,6,8,8,8,9,8,9,6,7,7,8,4,7,4,6,6,8,9,4,7,4,5,4,4,6,1,3,6,4,2,1,4,2,6,2,0,2,1,2,0,0,2,8,0,4,2,0,1,0,3,0,1,4,2,4,3,3,1,0,0,0,1,1,1,0,1,0,2,1,1,3,0,3,2,0,0,0,0,1,1,3,2,0,1,1,0,0,4,3,0,1,2,2,1,2,3,1,0,0,2,2,0,1,0,4
T2D_donor_05_cell_030,demo,T2D_donor_05,T2D,beta,13,13,11,7,15,15,11,11,13,7,10,4,7,1,5,5,8,2,2,3,4,5,1,7,15,3,1,2,0,2,2,2,1,1,6,1,0,2,1,4,1,1,2,0,0,0,4,2,1,2,0,1,2,2,3,3,0,0,2,1,0,2,0,0,3,2,2,3,1,6,0,0,2,0,1,2,0,5,3,1,0,3,2,0,1,1,0,0,0,2,1,2,0,3,1,1,1,2,2,1,3,1,2,4,3,1
T2D_donor_05_cell_031,demo,T2D_donor_05,T2D,beta,10,11,10,7,14,9,10,13,12,11,7,5,4,4,7,8,5,4,7,3,4,3,3,4,5,3,1,1,2,2,3,3,0,6,4,0,1,2,6,0,5,1,3,0,2,2,4,3,2,0,1,1,2,1,7,2,2,0,0,2,1,2,1,1,0,2,3,0,2,1,2,3,0,2,0,2,4,3,3,1,2,2,0,1,1,0,1,1,2,0,0,3,1,1,3,1,2,2,5,1,0,5,2,0,3,3
T2D_donor_05_cell_032,demo,T2D_donor_05,T2D,beta,6,4,6,6,9,6,9,2,9,7,11,14,7,12,10,7,12,8,6,11,6,2,3,4,3,4,3,0,0,1,5,2,1,2,2,1,3,2,1,3,2,3,2,1,1,3,4,4,3,1,2,3,1,2,4,1,0,2,0,1,4,0,0,5,1,0,4,2,1,0,1,1,1,2,1,4,3,3,1,1,3,1,3,1,3,2,3,4,2,1,5,3,2,1,2,1,1,1,1,1,1,0,0,3,0,3
T2D_donor_05_cell_033,demo,T2D_donor_05,T2D,beta,7,8,9,13,8,9,10,12,5,7,5,7,5,5,6,8,7,7,4,4,3,6,1,6,1,12,2,3,2,0,2,1,1,6,1,5,1,0,6,0,1,2,0,0,7,0,3,0,0,0,3,4,2,2,4,1,4,1,1,0,2,4,2,0,0,0,1,12,1,4,0,2,2,1,2,0,3,1,1,1,2,4,1,2,0,3,0,6,0,1,1,0,0,1,0,3,3,3,1,0,3,0,2,3,1,4
T2D_donor_05_cell_034,demo,T2D_donor_05,T2D,beta,9,4,6,5,9,4,4,6,10,5,13,14,10,8,10,6,8,13,9,19,3,1,4,2,3,4,3,2,1,1,2,3,1,2,0,4,3,2,1,0,1,0,2,0,3,2,0,1,0,4,4,2,0,0,2,1,1,2,0,2,1,0,1,1,2,2,1,3,2,2,0,2,0,0,2,0,0,0,0,0,0,1,2,1,1,2,1,2,1,2,0,2,0,3,2,1,1,1,0,1,2,0,3,3,3,2
T2D_donor_05_cell_035,demo,T2D_donor_05,T2D,beta,3,0,0,3,5,5,4,1,7,5,23,24,22,26,34,21,26,24,24,31,2,2,2,3,3,2,3,1,0,3,1,4,3,0,2,4,4,2,3,2,0,2,0,1,0,3,0,2,3,0,0,1,3,5,2,1,0,1,1,0,0,3,0,2,5,0,4,4,2,1,0,2,4,0,0,4,0,0,0,0,3,2,0,0,3,2,0,3,2,3,1,1,4,1,0,2,1,1,1,1,0,0,6,4,1,1
T2D_donor_05_cell_036,demo,T2D_donor_05,T2D,beta,13,8,13,12,11,7,7,12,4,10,6,8,10,6,3,7,2,6,12,13,4,4,3,4,6,5,1,5,2,0,2,3,4,4,2,2,1,1,6,4,1,7,1,2,0,1,0,3,2,1,3,3,1,3,2,1,2,0,2,0,0,2,0,0,1,1,3,1,0,0,5,0,5,1,1,1,3,2,1,0,0,1,1,2,2,4,0,2,2,2,4,0,0,2,1,2,2,3,0,1,2,2,1,4,0,1
T2D_donor_05_cell_037,demo,T2D_donor_05,T2D,beta,18,18,23,23,17,20,18,15,21,21,4,1,6,6,1,3,1,4,3,3,6,4,6,5,6,0,3,1,1,3,0,3,1,3,0,0,3,2,2,5,3,1,0,2,0,1,4,1,1,1,1,1,0,2,0,1,0,2,0,1,1,1,2,0,4,1,3,1,5,1,3,2,4,1,0,0,1,1,3,0,1,2,4,2,2,4,1,1,0,1,5,1,1,3,6,1,1,3,0,2,1,0,0,0,3,1
T2D_donor_05_cell_038,demo,T2D_donor_05,T2D,beta,12,11,19,9,5,11,11,13,10,9,3,8,3,5,6,5,3,6,3,3,3,3,7,5,6,4,3,2,1,2,0,2,1,3,0,3,3,4,0,0,3,1,1,0,2,4,0,5,0,0,1,3,2,4,1,4,4,1,2,2,2,3,1,2,3,3,1,1,3,5,1,2,3,1,5,6,3,1,2,2,1,4,4,1,0,5,1,4,5,3,0,0,2,1,2,3,0,2,1,2,1,1,0,2,3,6
T2D_donor_05_cell_039,demo,T2D_donor_05,T2D,beta,6,9,7,8,3,5,8,6,10,3,13,7,6,6,5,7,6,16,7,11,6,1,2,3,5,3,2,3,1,1,2,0,2,1,1,4,3,3,3,0,2,4,0,2,4,2,1,2,1,2,3,1,0,0,2,2,2,3,1,1,1,2,0,1,0,2,1,3,3,1,0,2,0,0,1,1,1,3,3,3,3,1,2,0,2,1,1,1,2,2,2,2,2,4,1,2,3,1,0,2,4,4,5,2,5,3
T2D_donor_05_cell_040,demo,T2D_donor_05,T2D,beta,8,4,4,2,5,7,9,8,6,3,7,8,11,16,12,8,17,17,9,12,1,2,3,11,6,3,1,0,1,1,6,1,2,2,3,0,3,1,2,3,2,6,2,0,3,4,3,1,1,5,0,1,1,3,1,3,2,1,2,7,1,2,3,1,0,1,4,0,3,2,1,1,6,1,4,4,0,1,1,3,3,0,4,2,0,2,0,6,3,3,1,1,2,1,2,0,3,0,1,1,0,3,6,3,0,1
T2D_donor_05_cell_041,demo,T2D_donor_05,T2D,beta,6,10,7,4,10,10,4,6,8,10,8,9,4,10,6,9,8,4,13,10,6,4,10,1,4,3,2,2,1,4,3,3,0,3,0,0,2,0,4,7,0,4,5,1,2,1,3,1,6,2,2,2,3,2,2,4,2,0,5,0,1,1,1,0,1,1,2,0,2,1,2,1,0,0,2,0,0,4,3,4,4,1,0,0,2,5,0,4,0,2,1,4,1,4,2,2,3,5,2,1,2,4,4,2,2,0
T2D_donor_05_cell_042,demo,T2D_donor_05,T2D,beta,15,10,15,16,12,14,14,13,10,19,3,1,5,4,4,6,4,2,5,5,4,6,7,7,5,6,0,0,2,1,3,1,5,2,6,2,2,0,1,3,2,2,8,3,1,0,1,1,1,2,0,1,3,1,0,4,1,3,1,1,1,3,2,1,2,0,3,4,2,1,1,3,4,2,2,0,1,0,2,0,3,3,2,0,1,4,2,3,1,3,3,1,2,0,7,2,1,3,0,2,1,3,0,0,5,0
T2D_donor_05_cell_043,demo,T2D_donor_05,T2D,beta,8,9,5,7,12,12,8,6,11,7,8,5,10,7,10,5,5,7,9,14,1,3,2,3,7,1,0,2,4,2,3,1,1,2,0,1,3,4,1,4,3,4,1,2,1,2,1,0,0,3,4,0,1,0,2,0,2,0,2,1,1,1,3,1,1,3,0,1,0,0,1,4,6,1,1,2,2,1,0,2,0,4,1,3,2,1,4,0,0,0,2,2,4,0,1,1,1,3,0,3,2,1,0,1,0,3
T2D_donor_05_cell_044,demo,T2D_donor_05,T2D,beta,2,8,2,4,1,3,3,9,7,1,27,19,16,14,8,17,19,15,13,24,3,3,2,6,7,2,2,1,1,2,1,0,4,1,3,1,2,3,6,0,0,0,2,1,1,0,2,1,6,3,1,5,4,5,2,2,0,4,1,2,0,0,4,0,1,2,3,0,3,1,2,1,3,1,1,2,2,1,3,3,2,3,1,0,2,4,0,2,3,4,5,6,1,0,2,4,4,4,2,1,3,2,1,0,3,1
T2D_donor_05_cell_045,demo,T2D_donor_05,T2D,beta,12,4,12,8,6,12,16,8,13,12,3,5,6,5,5,4,4,9,1,4,5,3,4,6,5,1,2,4,3,4,2,4,2,1,1,0,3,0,0,1,1,2,2,1,0,1,6,5,0,2,2,2,2,4,3,1,2,3,0,1,3,1,1,0,1,0,4,1,2,0,4,1,1,1,1,2,2,2,2,0,2,0,1,3,1,2,3,0,1,0,2,1,2,4,4,0,1,0,2,2,1,0,4,0,0,3
T2D_donor_05_cell_046,demo,T2D_donor_05,T2D,beta,21,18,17,16,10,19,21,16,20,18,4,3,6,3,3,5,5,4,5,1,8,8,6,9,2,7,4,1,0,2,1,3,4,2,0,1,0,4,3,3,2,5,0,1,6,2,1,1,0,0,3,2,3,1,2,3,0,3,3,1,2,4,1,0,1,2,3,2,2,1,1,0,2,1,1,1,0,2,2,0,1,1,2,4,3,2,3,3,1,0,3,2,4,2,2,0,3,0,1,1,2,0,0,0,2,1
T2D_donor_05_cell_047,demo,T2D_donor_05,T2D,beta,25,21,10,11,18,9,18,12,13,17,5,5,3,3,6,4,2,4,6,4,8,1,5,7,4,3,3,0,2,5,1,3,3,3,5,1,3,1,2,6,0,2,2,1,1,0,1,2,4,2,1,0,2,0,4,0,1,2,0,0,3,3,0,3,5,1,3,2,3,4,0,2,1,1,2,2,2,4,0,1,0,1,2,0,1,0,0,0,1,0,2,1,1,1,3,1,1,0,0,3,5,3,1,0,2,3
T2D_donor_05_cell_048,demo,T2D_donor_05,T2D,beta,11,10,7,6,13,8,17,11,10,16,5,4,11,6,4,2,7,6,9,2,0,8,3,3,5,4,1,3,0,2,1,3,4,3,1,2,1,2,0,0,2,0,1,0,2,1,1,0,1,3,1,2,1,2,2,1,1,3,3,2,5,1,0,1,3,0,6,1,1,0,3,4,3,2,3,1,1,4,2,5,2,2,2,1,0,8,2,3,2,0,0,0,3,2,1,6,0,3,1,3,0,2,3,0,0,0
T2D_donor_05_cell_049,demo,T2D_donor_05,T2D,beta,5,13,6,1,7,8,12,7,5,4,5,7,5,9,12,13,9,4,9,10,3,4,3,3,5,3,4,1,2,2,5,2,3,3,1,3,1,2,4,1,4,1,4,2,2,0,1,0,1,0,0,2,2,3,3,1,3,0,2,4,0,0,0,2,1,1,0,1,3,2,0,2,4,0,1,3,1,1,1,2,2,3,0,3,2,1,0,1,1,3,3,2,2,3,1,1,2,0,1,3,1,2,3,0,0,1
T2D_donor_05_cell_050,demo,T2D_donor_05,T2D,beta,23,28,15,20,24,19,20,15,24,21,0,2,1,0,2,0,2,2,3,4,8,7,5,6,1,4,0,0,2,0,1,2,0,1,4,0,3,0,1,1,3,2,1,2,0,0,2,2,1,0,1,1,2,2,1,2,0,1,0,3,3,3,1,1,2,3,0,2,3,3,1,2,1,2,4,5,1,2,2,2,2,1,1,3,2,0,3,1,1,1,2,1,1,1,2,1,1,1,2,1,0,2,0,0,6,0
T2D_donor_05_cell_051,demo,T2D_donor_05,T2D,beta,1,4,5,5,6,2,5,5,5,6,22,18,17,13,19,17,15,22,23,24,0,4,2,3,4,4,5,1,2,0,0,0,3,1,1,2,2,0,1,1,0,0,2,4,1,1,1,0,4,1,0,2,1,2,4,1,2,0,1,1,3,1,3,1,2,0,1,1,1,1,2,4,2,6,1,5,1,0,0,3,4,0,1,4,0,2,4,4,3,0,3,3,2,1,2,0,2,2,2,3,2,0,3,6,0,2
T2D_donor_05_cell_052,demo,T2D_donor_05,T2D,beta,20,31,25,34,19,28,26,31,25,31,0,1,1,0,1,4,1,1,0,2,6,9,4,5,8,8,2,0,1,3,2,5,0,3,0,1,1,2,5,0,1,1,3,3,2,3,2,4,2,2,1,3,3,1,1,1,3,5,2,1,1,1,2,1,2,0,1,2,3,5,4,2,1,4,3,6,3,1,4,0,0,2,1,6,1,7,1,0,0,2,3,1,1,2,0,0,2,5,2,5,1,1,1,2,2,1
T2D_donor_05_cell_053,demo,T2D_donor_05,T2D,beta,8,9,13,10,10,10,6,10,11,9,6,8,4,7,3,6,5,6,6,5,3,10,2,6,4,7,5,1,4,3,1,4,1,1,2,1,2,0,4,0,1,0,4,2,0,1,3,5,0,1,2,2,1,1,3,2,3,1,1,1,5,1,4,2,1,2,3,1,2,0,0,2,0,5,2,2,1,2,3,0,2,3,1,1,3,1,4,1,0,2,4,2,4,0,0,1,1,1,0,1,1,2,1,1,0,0
T2D_donor_05_cell_054,demo,T2D_donor_05,T2D,beta,17,13,15,18,10,15,19,14,23,14,4,4,3,4,3,3,1,3,2,3,4,4,10,9,3,5,3,0,2,1,1,2,3,1,3,1,4,1,1,2,0,1,0,6,0,3,0,3,3,5,1,2,4,2,2,1,1,6,3,0,0,0,4,2,3,1,2,2,1,3,4,4,2,0,2,0,4,3,3,3,0,2,4,4,2,0,4,1,2,0,2,1,2,3,3,2,0,2,3,1,3,1,3,3,1,3
T2D_donor_05_cell_055,demo,T2D_donor_05,T2D,beta,8,4,6,7,1,3,5,5,5,6,13,11,17,11,15,14,15,17,13,22,6,7,5,3,4,9,4,2,1,1,2,0,0,1,1,0,1,2,5,3,6,0,0,5,3,0,1,0,3,1,5,2,1,0,1,2,0,4,5,1,2,2,2,2,2,0,1,1,4,2,0,1,2,1,1,0,4,2,1,0,1,4,0,1,1,0,4,0,2,2,4,4,3,1,3,0,1,0,1,0,1,1,7,1,1,2
T2D_donor_05_cell_056,demo,T2D_donor_05,T2D,beta,4,6,4,4,7,12,3,4,6,6,12,15,12,11,13,8,7,14,9,12,3,3,1,4,3,6,2,5,1,2,1,3,1,2,0,4,0,3,0,2,4,1,0,4,0,4,3,2,1,4,1,2,1,0,3,2,1,1,4,3,2,2,2,2,3,1,0,3,1,1,3,3,1,3,0,3,0,0,1,0,1,1,2,0,2,1,1,0,1,1,3,2,0,3,2,2,1,1,0,6,5,2,2,3,2,1
T2D_donor_05_cell_057,demo,T2D_donor_05,T2D,beta,5,4,4,4,7,7,8,7,3,6,7,9,11,7,8,9,7,4,12,14,3,2,5,1,7,4,0,0,1,1,0,0,0,1,2,0,1,2,3,2,0,1,7,3,2,0,0,0,2,4,0,0,4,0,1,3,2,2,3,1,2,2,4,0,0,3,2,3,3,2,0,0,0,2,3,1,1,3,2,2,4,0,3,1,0,2,1,1,1,5,3,0,2,1,2,0,2,1,5,0,2,2,1,1,0,6
T2D_donor_05_cell_058,demo,T2D_donor_05,T2D,beta,7,9,6,9,3,4,10,13,6,9,8,14,8,8,12,8,11,9,5,10,7,3,3,2,2,2,1,7,3,3,1,0,0,1,3,0,2,2,3,0,3,1,3,0,0,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,3,1,7,4,2,2,1,1,4,1,0,5,1,1,0,2,0,0,3,0,2,0,1,1,0,0,1,0,1,5,3,3,5,3,4,2,3,3,3,0,1,4,5,3,0
T2D_donor_05_cell_059,demo,T2D_donor_05,T2D,beta,12,20,20,17,19,17,22,17,18,15,2,3,2,3,3,1,2,1,2,3,9,5,9,5,8,4,0,4,0,0,0,2,2,1,5,0,0,1,2,2,2,0,0,3,4,0,4,2,1,1,0,2,1,1,0,4,0,8,4,0,1,2,4,1,1,0,1,1,6,1,1,2,3,0,3,1,1,2,3,3,1,3,2,1,0,5,2,3,5,0,4,2,2,3,2,2,1,7,6,3,0,1,0,2,2,3
T2D_donor_05_cell_060,demo,T2D_donor_05,T2D,beta,10,12,9,14,12,14,16,7,15,11,5,5,5,1,4,4,4,2,7,8,3,6,7,3,6,4,2,0,0,1,3,0,2,3,0,5,2,2,1,1,1,2,1,3,2,1,2,3,0,0,2,1,1,0,1,1,3,2,6,2,2,1,2,1,3,2,1,3,3,2,3,4,1,3,0,3,3,0,2,1,1,2,5,0,2,3,5,3,0,2,0,1,2,2,1,2,3,1,3,3,1,4,3,3,2,1
T2D_donor_05_cell_061,demo,T2D_donor_05,T2D,beta,13,17,9,13,11,3,13,11,15,14,6,1,3,8,5,11,8,9,1,5,11,11,8,2,6,7,3,0,3,2,0,1,1,0,2,0,1,1,1,1,0,4,3,2,2,1,2,0,0,3,1,0,1,2,2,2,0,0,4,0,0,2,2,4,3,0,0,4,0,3,1,2,0,1,2,4,4,1,0,0,2,1,1,1,1,2,3,1,5,3,8,1,1,3,4,0,0,1,0,2,2,2,1,2,1,4
T2D_donor_05_cell_062,demo,T2D_donor_05,T2D,beta,12,8,12,5,11,17,9,14,22,8,5,2,7,6,8,5,3,9,4,5,6,4,7,4,5,4,0,3,0,0,3,0,3,1,1,1,4,2,3,1,0,1,0,1,6,1,0,1,1,0,5,1,0,1,1,4,3,0,3,2,3,5,2,2,2,1,2,0,1,2,2,1,0,0,0,1,2,1,3,1,0,5,2,4,3,0,1,1,2,4,2,2,1,2,0,1,3,0,1,1,1,1,3,6,4,1
